datetime,forecast,Номер скважины
1992-06-13,5.061571483725219,0
1992-06-14,5.049337056464581,0
1992-06-15,5.037132201297644,0
1992-06-16,5.024956846745045,0
1992-06-17,5.012810921500198,0
1992-06-18,5.000694354428872,0
1992-06-19,4.988607074568776,0
1992-06-20,4.976549011129146,0
1992-06-21,4.964520093490324,0
1992-06-22,4.952520251203351,0
1992-06-23,4.940549413989554,0
1992-06-24,4.928607511740126,0
1992-06-25,4.916694474515728,0
1992-06-26,4.904810232546068,0
1992-06-27,4.892954716229501,0
1992-06-28,4.881127856132617,0
1992-06-29,4.869329582989833,0
1992-06-30,4.85755982770299,0
1992-07-01,4.845818521340951,0
1992-07-02,4.8341055951391905,0
1992-07-03,4.822420980499397,0
1992-07-04,4.810764608989068,0
1992-07-05,4.799136412341113,0
1992-07-06,4.787536322453449,0
1992-07-07,4.775964271388606,0
1992-07-08,4.7644201913733255,0
1992-07-09,4.752904014798169,0
1992-04-11,11.219147503993037,1
1992-04-12,11.212085204393775,1
1992-04-13,11.205036224888195,1
1992-04-14,11.198000523657502,1
1992-04-15,11.190978059066488,1
1992-04-16,11.183968789662478,1
1992-04-17,11.17697267417432,1
1992-04-18,11.169989671511345,1
1992-04-19,11.16301974076238,1
1992-04-20,11.156062841194712,1
1992-04-21,11.14911893225311,1
1992-04-22,11.142187973558816,1
1992-04-23,11.135269924908576,1
1992-04-24,11.128364746273647,1
1992-04-25,11.121472397798824,1
1992-04-26,11.114592839801487,1
1992-04-27,11.107726032770627,1
1992-04-28,11.100871937365902,1
1992-04-29,11.094030514416682,1
1992-04-30,11.08720172492112,1
1992-05-01,11.08038553004521,1
1992-05-02,11.073581891121858,1
1992-05-03,11.066790769649968,1
1992-05-04,11.060012127293525,1
1992-05-05,11.05324592588068,1
1992-05-06,11.046492127402852,1
1992-05-07,11.039750694013833,1
1992-05-08,11.033021588028891,1
1992-05-09,11.026304771923899,1
1992-05-10,11.019600208334428,1
1992-05-11,11.012907860054913,1
1992-05-12,11.006227690037752,1
1992-05-13,10.999559661392462,1
1992-05-14,10.992903737384818,1
1992-05-15,10.986259881436006,1
1992-05-16,10.979628057121776,1
1992-05-17,10.973008228171599,1
1992-05-18,10.966400358467853,1
1992-05-19,10.959804412044964,1
1992-05-20,10.953220353088616,1
1992-05-21,10.946648145934908,1
1992-05-22,10.940087755069564,1
1992-05-23,10.933539145127106,1
1992-05-24,10.927002280890079,1
1992-05-25,10.920477127288228,1
1992-05-26,10.913963649397724,1
1992-05-27,10.90746181244038,1
1992-05-28,10.90097158178286,1
1992-05-29,10.894492922935918,1
1992-05-30,10.888025801553614,1
1992-05-31,10.881570183432563,1
1992-06-01,10.875126034511165,1
1992-06-02,10.868693320868852,1
1992-06-03,10.862272008725345,1
1992-06-04,10.855862064439897,1
1992-06-05,10.849463454510568,1
1992-06-06,10.843076145573471,1
1992-06-07,10.836700104402063,1
1992-06-08,10.830335297906396,1
1992-06-09,10.823981693132417,1
1992-06-10,10.817639257261238,1
1992-06-11,10.811307957608424,1
1992-06-12,10.804987761623295,1
1992-06-13,10.79867863688821,1
1992-06-14,10.792380551117889,1
1992-06-15,10.78609347215869,1
1992-06-16,10.779817367987949,1
1992-06-17,10.773552206713273,1
1992-06-18,10.767297956571875,1
1992-06-19,10.761054585929882,1
1992-06-20,10.754822063281681,1
1992-06-21,10.748600357249233,1
1992-06-22,10.742389436581423,1
1992-06-23,10.736189270153401,1
1992-06-24,10.729999826965912,1
1992-06-25,10.72382107614466,1
1992-06-26,10.717652986939658,1
1992-06-27,10.711495528724582,1
1992-06-28,10.70534867099613,1
1992-06-29,10.699212383373396,1
1992-06-30,10.693086635597234,1
1992-07-01,10.686971397529629,1
1992-07-02,10.680866639153077,1
1992-07-03,10.67477233056997,1
1992-07-04,10.668688442001972,1
1992-07-05,10.66261494378942,1
1992-07-06,10.656551806390704,1
1992-07-07,10.650499000381666,1
1992-07-08,10.644456496455014,1
1992-07-09,10.638424265419705,1
1992-04-11,16.239592238562768,2
1992-04-12,16.218061723035426,2
1992-04-13,16.196364411107833,2
1992-04-14,16.174891207204855,2
1992-04-15,16.15344647256042,2
1992-04-16,16.131835606058235,2
1992-04-17,16.11044795469985,2
1992-04-18,16.089088659174106,2
1992-04-19,16.06756389368546,2
1992-04-20,16.046261454017177,2
1992-04-21,16.024987257207542,2
1992-04-22,16.003741265812053,2
1992-04-23,15.982330682218116,2
1992-04-24,15.961141245078224,2
1992-04-25,15.939979900977777,2
1992-04-26,15.918654620439494,2
1992-04-27,15.897549605273793,2
1992-04-28,15.876472571220553,2
1992-04-29,15.85523225387744,2
1992-04-30,15.834211324335813,2
1992-05-01,15.813218264425595,2
1992-05-02,15.792253037197113,2
1992-05-03,15.771125392843619,2
1992-05-04,15.75021597251053,2
1992-05-05,15.729334273969496,2
1992-05-06,15.708290805398237,2
1992-05-07,15.687464691409344,2
1992-05-08,15.66666618876463,2
1992-05-09,15.645706560606353,2
1992-05-10,15.62496342105638,2
1992-05-11,15.604247782842746,2
1992-05-12,15.583559609504075,2
1992-05-13,15.56271116537039,2
1992-05-14,15.54207806144321,2
1992-05-15,15.521472312966704,2
1992-05-16,15.50070693223867,2
1992-05-17,15.480156033768658,2
1992-05-18,15.459632381761004,2
1992-05-19,15.438949733501243,2
1992-05-20,15.418480712969227,2
1992-05-21,15.398038830345474,2
1992-05-22,15.377438584935119,2
1992-05-23,15.35705111612681,2
1992-05-24,15.336690677105164,2
1992-05-25,15.316357232033987,2
1992-05-26,15.29586626423939,2
1992-05-27,15.275586944336027,2
1992-05-28,15.255334510835082,2
1992-05-29,15.23492518220546,2
1992-05-30,15.21472665822934,2
1992-05-31,15.194554913536082,2
1992-06-01,15.17422689880845,2
1992-06-02,15.154108848856188,2
1992-06-03,15.134017471494005,2
1992-06-04,15.113952731359282,2
1992-06-05,15.093732550151996,2
1992-06-06,15.073721219925087,2
1992-06-07,15.053736420798833,2
1992-06-08,15.033596799901137,2
1992-06-09,15.01366519788942,2
1992-06-10,14.993760021274367,2
1992-06-11,14.97370063972161,2
1992-06-12,14.953848448275613,2
1992-06-13,14.934022576943445,2
1992-06-14,14.914222990829789,2
1992-06-15,14.894270017785573,2
1992-06-16,14.87452313577185,2
1992-06-17,14.85480243425229,2
1992-06-18,14.834928956919278,2
1992-06-19,14.815260749518417,2
1992-06-20,14.795618618304607,2
1992-06-21,14.775824319959666,2
1992-06-22,14.75623447371992,2
1992-06-23,14.736670599775685,2
1992-06-24,14.716955164957556,2
1992-06-25,14.697443367676012,2
1992-06-26,14.677957439212367,2
1992-06-27,14.658497345269636,2
1992-06-28,14.638886494434253,2
1992-06-29,14.619478200904421,2
1992-06-30,14.600095638966803,2
1992-07-01,14.58056292077516,2
1992-07-02,14.561231952869633,2
1992-07-03,14.5419266140377,2
1992-07-04,14.522471717197337,2
1992-07-05,14.503217766838942,2
1992-07-06,14.483989343443975,2
1992-07-07,14.464786413168687,2
1992-07-08,14.445434718241662,2
1992-07-09,14.426282903840738,2
1992-04-11,13.86442861641692,3
1992-04-12,13.860148722683252,3
1992-04-13,13.85587279006239,3
1992-04-14,13.851600812447971,3
1992-04-15,13.847332783746806,3
1992-04-16,13.843068697878849,3
1992-04-17,13.838808548777134,3
1992-04-18,13.834552330387776,3
1992-04-19,13.830300036669897,3
1992-04-20,13.82605166159562,3
1992-04-21,13.821807199150026,3
1992-04-22,13.817566643331096,3
1992-04-23,13.813329988149711,3
1992-04-24,13.809097227629584,3
1992-04-25,13.804868355807255,3
1992-04-26,13.800643366732025,3
1992-04-27,13.796422254465947,3
1992-04-28,13.79220501308377,3
1992-04-29,13.787991636672917,3
1992-04-30,13.783782119333452,3
1992-05-01,13.779576455178034,3
1992-05-02,13.775374638331895,3
1992-05-03,13.771176662932788,3
1992-05-04,13.766982523130979,3
1992-05-05,13.762792213089181,3
1992-05-06,13.758605726982555,3
1992-05-07,13.754423058998636,3
1992-05-08,13.750244203337342,3
1992-05-09,13.746069154210902,3
1992-05-10,13.741897905843848,3
1992-05-11,13.737730452472967,3
1992-05-12,13.733566788347282,3
1992-05-13,13.729406907728002,3
1992-05-14,13.725250804888498,3
1992-05-15,13.72109847411427,3
1992-05-16,13.716949909702908,3
1992-05-17,13.712805105964073,3
1992-05-18,13.708664057219446,3
1992-05-19,13.704526757802702,3
1992-05-20,13.700393202059491,3
1992-05-21,13.696263384347384,3
1992-05-22,13.69213729903586,3
1992-05-23,13.688014940506248,3
1992-05-24,13.68389630315173,3
1992-05-25,13.679781381377282,3
1992-05-26,13.67567016959965,3
1992-05-27,13.671562662247316,3
1992-05-28,13.667458853760472,3
1992-05-29,13.663358738590992,3
1992-05-30,13.65926231120238,3
1992-05-31,13.655169566069763,3
1992-06-01,13.651080497679844,3
1992-06-02,13.64699510053088,3
1992-06-03,13.64291336913264,3
1992-06-04,13.638835298006386,3
1992-06-05,13.634760881684837,3
1992-06-06,13.63069011471214,3
1992-06-07,13.626622991643826,3
1992-06-08,13.622559507046807,3
1992-06-09,13.618499655499319,3
1992-06-10,13.614443431590903,3
1992-06-11,13.610390829922377,3
1992-06-12,13.6063418451058,3
1992-06-13,13.602296471764443,3
1992-06-14,13.598254704532765,3
1992-06-15,13.594216538056376,3
1992-06-16,13.590181966992008,3
1992-06-17,13.586150986007492,3
1992-06-18,13.582123589781716,3
1992-06-19,13.578099773004613,3
1992-06-20,13.574079530377112,3
1992-06-21,13.57006285661112,3
1992-06-22,13.5660497464295,3
1992-06-23,13.562040194566018,3
1992-06-24,13.558034195765341,3
1992-06-25,13.554031744782995,3
1992-06-26,13.550032836385325,3
1992-06-27,13.546037465349496,3
1992-06-28,13.542045626463432,3
1992-06-29,13.538057314525814,3
1992-06-30,13.534072524346032,3
1992-07-01,13.530091250744162,3
1992-07-02,13.52611348855095,3
1992-07-03,13.522139232607765,3
1992-07-04,13.518168477766583,3
1992-07-05,13.514201218889959,3
1992-07-06,13.510237450850987,3
1992-07-07,13.50627716853329,3
1992-07-08,13.502320366830977,3
1992-07-09,13.498367040648628,3
1992-04-11,5.6880384916320414,4
1992-04-12,5.684110282385964,4
1992-04-13,5.680188430574296,4
1992-04-14,5.676272920020665,4
1992-04-15,5.67236373460482,4
1992-04-16,5.668460858262372,4
1992-04-17,5.664564274984554,4
1992-04-18,5.660673968817976,4
1992-04-19,5.656789923864388,4
1992-04-20,5.65291212428043,4
1992-04-21,5.649040554277396,4
1992-04-22,5.645175198120998,4
1992-04-23,5.641316040131123,4
1992-04-24,5.6374630646816035,4
1992-04-25,5.633616256199977,4
1992-04-26,5.629775599167253,4
1992-04-27,5.625941078117684,4
1992-04-28,5.6221126776385315,4
1992-04-29,5.6182903823698345,4
1992-04-30,5.614474177004188,4
1992-05-01,5.6106640462865025,4
1992-05-02,5.606859975013793,4
1992-05-03,5.60306194803494,4
1992-05-04,5.5992699502504735,4
1992-05-05,5.595483966612351,4
1992-05-06,5.591703982123727,4
1992-05-07,5.587929981838743,4
1992-05-08,5.584161950862301,4
1992-05-09,5.580399874349848,4
1992-05-10,5.576643737507157,4
1992-05-11,5.572893525590119,4
1992-05-12,5.56914922390451,4
1992-05-13,5.565410817805798,4
1992-05-14,5.56167829269892,4
1992-05-15,5.557951634038066,4
1992-05-16,5.554230827326479,4
1992-05-17,5.550515858116239,4
1992-05-18,5.546806712008057,4
1992-05-19,5.543103374651067,4
1992-05-20,5.539405831742618,4
1992-05-21,5.535714069028075,4
1992-05-22,5.532028072300605,4
1992-05-23,5.528347827400985,4
1992-05-24,5.524673320217392,4
1992-05-25,5.521004536685205,4
1992-05-26,5.517341462786809,4
1992-05-27,5.513684084551385,4
1992-05-28,5.510032388054726,4
1992-05-29,5.50638635941903,4
1992-05-30,5.502745984812708,4
1992-05-31,5.4991112504501904,4
1992-06-01,5.4954821425917295,4
1992-06-02,5.49185864754321,4
1992-06-03,5.488240751655957,4
1992-06-04,5.484628441326542,4
1992-06-05,5.481021702996596,4
1992-06-06,5.477420523152619,4
1992-06-07,5.473824888325796,4
1992-06-08,5.470234785091798,4
1992-06-09,5.466650200070616,4
1992-06-10,5.4630711199263535,4
1992-06-11,5.459497531367061,4
1992-06-12,5.455929421144541,4
1992-06-13,5.45236677605417,4
1992-06-14,5.448809582934716,4
1992-06-15,5.4452578286681605,4
1992-06-16,5.4417115001795135,4
1992-06-17,5.438170584436641,4
1992-06-18,5.434635068450085,4
1992-06-19,5.431104939272882,4
1992-06-20,5.427580184000393,4
1992-06-21,5.424060789770129,4
1992-06-22,5.42054674376157,4
1992-06-23,5.417038033195996,4
1992-06-24,5.413534645336314,4
1992-06-25,5.410036567486888,4
1992-06-26,5.4065437869933675,4
1992-06-27,5.403056291242511,4
1992-06-28,5.39957406766203,4
1992-06-29,5.396097103720405,4
1992-06-30,5.392625386926733,4
1992-07-01,5.389158904830548,4
1992-07-02,5.385697645021669,4
1992-07-03,5.38224159513002,4
1992-07-04,5.378790742825476,4
1992-07-05,5.375345075817696,4
1992-07-06,5.371904581855965,4
1992-07-07,5.368469248729023,4
1992-07-08,5.365039064264913,4
1992-07-09,5.361614016330815,4
1992-04-11,9.172050372053533,5
1992-04-12,9.172050372053533,5
1992-04-13,9.139055038716172,5
1992-04-14,9.139055038716172,5
1992-04-15,9.10617840206907,5
1992-04-16,9.10617840206907,5
1992-04-17,9.10617840206907,5
1992-04-18,9.07342003511535,5
1992-04-19,9.07342003511535,5
1992-04-20,9.0407795123942,5
1992-04-21,9.0407795123942,5
1992-04-22,9.008256409975363,5
1992-04-23,9.008256409975363,5
1992-04-24,8.975850305453609,5
1992-04-25,8.975850305453609,5
1992-04-26,8.975850305453609,5
1992-04-27,8.943560777943263,5
1992-04-28,8.943560777943263,5
1992-04-29,8.911387408072736,5
1992-04-30,8.911387408072736,5
1992-05-01,8.879329777979073,5
1992-05-02,8.879329777979073,5
1992-05-03,8.879329777979073,5
1992-05-04,8.847387471302538,5
1992-05-05,8.847387471302538,5
1992-05-06,8.815560073181187,5
1992-05-07,8.815560073181187,5
1992-05-08,8.783847170245503,5
1992-05-09,8.783847170245503,5
1992-05-10,8.783847170245503,5
1992-05-11,8.752248350613007,5
1992-05-12,8.752248350613007,5
1992-05-13,8.720763203882921,5
1992-05-14,8.720763203882921,5
1992-05-15,8.689391321130833,5
1992-05-16,8.689391321130833,5
1992-05-17,8.689391321130833,5
1992-05-18,8.658132294903385,5
1992-05-19,8.658132294903385,5
1992-05-20,8.626985719212987,5
1992-05-21,8.626985719212987,5
1992-05-22,8.595951189532537,5
1992-05-23,8.595951189532537,5
1992-05-24,8.565028302790168,5
1992-05-25,8.565028302790168,5
1992-05-26,8.565028302790168,5
1992-05-27,8.534216657364018,5
1992-05-28,8.534216657364018,5
1992-05-29,8.503515853077012,5
1992-05-30,8.503515853077012,5
1992-05-31,8.472925491191658,5
1992-06-01,8.472925491191658,5
1992-06-02,8.472925491191658,5
1992-06-03,8.442445174404877,5
1992-06-04,8.442445174404877,5
1992-06-05,8.412074506842842,5
1992-06-06,8.412074506842842,5
1992-06-07,8.381813094055827,5
1992-06-08,8.381813094055827,5
1992-06-09,8.381813094055827,5
1992-06-10,8.351660543013098,5
1992-06-11,8.351660543013098,5
1992-06-12,8.321616462097797,5
1992-06-13,8.321616462097797,5
1992-06-14,8.291680461101858,5
1992-06-15,8.291680461101858,5
1992-06-16,8.291680461101858,5
1992-06-17,8.261852151220948,5
1992-06-18,8.261852151220948,5
1992-06-19,8.2321311450494,5
1992-06-20,8.2321311450494,5
1992-06-21,8.202517056575207,5
1992-06-22,8.202517056575207,5
1992-06-23,8.173009501174974,5
1992-06-24,8.173009501174974,5
1992-06-25,8.173009501174974,5
1992-06-26,8.143608095608956,5
1992-06-27,8.143608095608956,5
1992-06-28,8.114312458016062,5
1992-06-29,8.114312458016062,5
1992-06-30,8.0851222079089,5
1992-07-01,8.0851222079089,5
1992-07-02,8.0851222079089,5
1992-07-03,8.056036966168831,5
1992-07-04,8.056036966168831,5
1992-07-05,8.027056355041056,5
1992-07-06,8.027056355041056,5
1992-07-07,7.998179998129701,5
1992-07-08,7.998179998129701,5
1992-07-09,7.998179998129701,5
1992-04-11,5.496980024498405,6
1992-04-12,5.496980024498405,6
1992-04-13,5.496980024498405,6
1992-04-14,5.496980024498405,6
1992-04-15,5.496980024498405,6
1992-04-16,5.496980024498405,6
1992-04-17,5.496980024498405,6
1992-04-18,5.496980024498405,6
1992-04-19,5.496980024498405,6
1992-04-20,5.496980024498405,6
1992-04-21,5.496980024498405,6
1992-04-22,5.496980024498405,6
1992-04-23,5.496980024498405,6
1992-04-24,5.496980024498405,6
1992-04-25,5.496980024498405,6
1992-04-26,5.496980024498405,6
1992-04-27,5.496980024498405,6
1992-04-28,5.496980024498405,6
1992-04-29,5.496980024498405,6
1992-04-30,5.496980024498405,6
1992-05-01,5.496980024498405,6
1992-05-02,5.496980024498405,6
1992-05-03,5.496980024498405,6
1992-05-04,5.496980024498405,6
1992-05-05,5.496980024498405,6
1992-05-06,5.496980024498405,6
1992-05-07,5.496980024498405,6
1992-05-08,5.496980024498405,6
1992-05-09,5.496980024498405,6
1992-05-10,5.496980024498405,6
1992-05-11,5.496980024498405,6
1992-05-12,5.496980024498405,6
1992-05-13,5.496980024498405,6
1992-05-14,5.496980024498405,6
1992-05-15,5.496980024498405,6
1992-05-16,5.496980024498405,6
1992-05-17,5.496980024498405,6
1992-05-18,5.496980024498405,6
1992-05-19,5.496980024498405,6
1992-05-20,5.496980024498405,6
1992-05-21,5.496980024498405,6
1992-05-22,5.496980024498405,6
1992-05-23,5.496980024498405,6
1992-05-24,5.496980024498405,6
1992-05-25,5.496980024498405,6
1992-05-26,5.496980024498405,6
1992-05-27,5.496980024498405,6
1992-05-28,5.496980024498405,6
1992-05-29,5.496980024498405,6
1992-05-30,5.496980024498405,6
1992-05-31,5.496980024498405,6
1992-06-01,5.496980024498405,6
1992-06-02,5.496980024498405,6
1992-06-03,5.496980024498405,6
1992-06-04,5.496980024498405,6
1992-06-05,5.496980024498405,6
1992-06-06,5.496980024498405,6
1992-06-07,5.496980024498405,6
1992-06-08,5.496980024498405,6
1992-06-09,5.496980024498405,6
1992-06-10,5.496980024498405,6
1992-06-11,5.496980024498405,6
1992-06-12,5.496980024498405,6
1992-06-13,5.496980024498405,6
1992-06-14,5.496980024498405,6
1992-06-15,5.496980024498405,6
1992-06-16,5.496980024498405,6
1992-06-17,5.496980024498405,6
1992-06-18,5.496980024498405,6
1992-06-19,5.496980024498405,6
1992-06-20,5.496980024498405,6
1992-06-21,5.496980024498405,6
1992-06-22,5.496980024498405,6
1992-06-23,5.496980024498405,6
1992-06-24,5.496980024498405,6
1992-06-25,5.496980024498405,6
1992-06-26,5.496980024498405,6
1992-06-27,5.496980024498405,6
1992-06-28,5.496980024498405,6
1992-06-29,5.496980024498405,6
1992-06-30,5.496980024498405,6
1992-07-01,5.496980024498405,6
1992-07-02,5.496980024498405,6
1992-07-03,5.496980024498405,6
1992-07-04,5.496980024498405,6
1992-07-05,5.496980024498405,6
1992-07-06,5.496980024498405,6
1992-07-07,5.496980024498405,6
1992-07-08,5.496980024498405,6
1992-07-09,5.496980024498405,6
1992-04-11,8.510976326542961,7
1992-04-12,8.50756963371842,7
1992-04-13,8.504167028417767,7
1992-04-14,8.500768502473502,7
1992-04-15,8.497374047740957,7
1992-04-16,8.493983656098209,7
1992-04-17,8.490597319446,7
1992-04-18,8.487215029707658,7
1992-04-19,8.483836778829016,7
1992-04-20,8.48046255877833,7
1992-04-21,8.477092361546196,7
1992-04-22,8.47372617914548,7
1992-04-23,8.470364003611222,7
1992-04-24,8.467005827000577,7
1992-04-25,8.463651641392719,7
1992-04-26,8.46030143888877,7
1992-04-27,8.456955211611726,7
1992-04-28,8.453612951706367,7
1992-04-29,8.450274651339193,7
1992-04-30,8.446940302698337,7
1992-05-01,8.443609897993495,7
1992-05-02,8.440283429455846,7
1992-05-03,8.436960889337977,7
1992-05-04,8.433642269913802,7
1992-05-05,8.430327563478496,7
1992-05-06,8.427016762348417,7
1992-05-07,8.423709858861024,7
1992-05-08,8.420406845374812,7
1992-05-09,8.417107714269228,7
1992-05-10,8.413812457944612,7
1992-05-11,8.410521068822108,7
1992-05-12,8.407233539343595,7
1992-05-13,8.403949861971624,7
1992-05-14,8.40067002918933,7
1992-05-15,8.39739403350037,7
1992-05-16,8.394121867428852,7
1992-05-17,8.390853523519256,7
1992-05-18,8.387588994336367,7
1992-05-19,8.3843282724652,7
1992-05-20,8.381071350510943,7
1992-05-21,8.377818221098863,7
1992-05-22,8.374568876874259,7
1992-05-23,8.371323310502376,7
1992-05-24,8.368081514668347,7
1992-05-25,8.364843482077113,7
1992-05-26,8.361609205453366,7
1992-05-27,8.358378677541467,7
1992-05-28,8.355151891105388,7
1992-05-29,8.351928838928641,7
1992-05-30,8.348709513814207,7
1992-05-31,8.345493908584475,7
1992-06-01,8.342282016081167,7
1992-06-02,8.339073829165278,7
1992-06-03,8.335869340717002,7
1992-06-04,8.332668543635675,7
1992-06-05,8.329471430839702,7
1992-06-06,8.326277995266492,7
1992-06-07,8.323088229872395,7
1992-06-08,8.319902127632638,7
1992-06-09,8.316719681541247,7
1992-06-10,8.313540884611006,7
1992-06-11,8.31036572987337,7
1992-06-12,8.307194210378412,7
1992-06-13,8.304026319194762,7
1992-06-14,8.300862049409531,7
1992-06-15,8.29770139412826,7
1992-06-16,8.294544346474853,7
1992-06-17,8.291390899591505,7
1992-06-18,8.28824104663866,7
1992-06-19,8.28509478079493,7
1992-06-20,8.281952095257035,7
1992-06-21,8.278812983239753,7
1992-06-22,8.27567743797585,7
1992-06-23,8.272545452716013,7
1992-06-24,8.269417020728804,7
1992-06-25,8.266292135300587,7
1992-06-26,8.26317078973547,7
1992-06-27,8.26005297735525,7
1992-06-28,8.256938691499347,7
1992-06-29,8.253827925524746,7
1992-06-30,8.250720672805938,7
1992-07-01,8.247616926734864,7
1992-07-02,8.244516680720848,7
1992-07-03,8.241419928190544,7
1992-07-04,8.238326662587877,7
1992-07-05,8.235236877373985,7
1992-07-06,8.23215056602716,7
1992-07-07,8.229067722042787,7
1992-07-08,8.225988338933291,7
1992-07-09,8.22291241022808,7
1992-04-11,11.671308207209757,8
1992-04-12,11.663969471637845,8
1992-04-13,11.65664456212515,8
1992-04-14,11.649333435312675,8
1992-04-15,11.642036048031548,8
1992-04-16,11.634752357301956,8
1992-04-17,11.627482320332074,8
1992-04-18,11.62022589451702,8
1992-04-19,11.612983037437802,8
1992-04-20,11.605753706860266,8
1992-04-21,11.598537860734082,8
1992-04-22,11.591335457191695,8
1992-04-23,11.584146454547323,8
1992-04-24,11.576970811295931,8
1992-04-25,11.569808486112237,8
1992-04-26,11.562659437849694,8
1992-04-27,11.555523625539514,8
1992-04-28,11.548401008389678,8
1992-04-29,11.541291545783954,8
1992-04-30,11.534195197280917,8
1992-05-01,11.527111922613003,8
1992-05-02,11.520041681685527,8
1992-05-03,11.512984434575744,8
1992-05-04,11.505940141531898,8
1992-05-05,11.49890876297228,8
1992-05-06,11.491890259484299,8
1992-05-07,11.484884591823544,8
1992-05-08,11.477891720912874,8
1992-05-09,11.470911607841497,8
1992-05-10,11.46394421386406,8
1992-05-11,11.456989500399748,8
1992-05-12,11.45004742903138,8
1992-05-13,11.443117961504534,8
1992-05-14,11.436201059726637,8
1992-05-15,11.429296685766113,8
1992-05-16,11.422404801851485,8
1992-05-17,11.415525370370526,8
1992-05-18,11.40865835386938,8
1992-05-19,11.401803715051724,8
1992-05-20,11.394961416777898,8
1992-05-21,11.388131422064077,8
1992-05-22,11.381313694081419,8
1992-05-23,11.374508196155237,8
1992-05-24,11.36771489176417,8
1992-05-25,11.360933744539356,8
1992-05-26,11.35416471826362,8
1992-05-27,11.347407776870657,8
1992-05-28,11.340662884444228,8
1992-05-29,11.333930005217356,8
1992-05-30,11.32720910357153,8
1992-05-31,11.320500144035911,8
1992-06-01,11.313803091286555,8
1992-06-02,11.30711791014562,8
1992-06-03,11.300444565580596,8
1992-06-04,11.293783022703533,8
1992-06-05,11.287133246770278,8
1992-06-06,11.280495203179708,8
1992-06-07,11.273868857472978,8
1992-06-08,11.267254175332772,8
1992-06-09,11.26065112258254,8
1992-06-10,11.254059665185789,8
1992-06-11,11.24747976924531,8
1992-06-12,11.240911401002473,8
1992-06-13,11.23435452683648,8
1992-06-14,11.227809113263662,8
1992-06-15,11.221275126936737,8
1992-06-16,11.214752534644125,8
1992-06-17,11.208241303309206,8
1992-06-18,11.201741399989649,8
1992-06-19,11.195252791876687,8
1992-06-20,11.188775446294429,8
1992-06-21,11.182309330699177,8
1992-06-22,11.175854412678728,8
1992-06-23,11.169410659951696,8
1992-06-24,11.162978040366838,8
1992-06-25,11.156556521902372,8
1992-06-26,11.150146072665313,8
1992-06-27,11.143746660890809,8
1992-06-28,11.137358254941475,8
1992-06-29,11.13098082330674,8
1992-06-30,11.124614334602187,8
1992-07-01,11.118258757568924,8
1992-07-02,11.11191406107291,8
1992-07-03,11.105580214104338,8
1992-07-04,11.09925718577699,8
1992-07-05,11.092944945327604,8
1992-07-06,11.086643462115243,8
1992-07-07,11.080352705620678,8
1992-07-08,11.07407264544576,8
1992-07-09,11.067803251312808,8
1992-04-11,43.74146720041287,9
1992-04-12,43.694665043450485,9
1992-04-13,43.64791100494964,9
1992-04-14,43.601206994069436,9
1992-04-15,43.55455295727947,9
1992-04-16,43.507948841106604,9
1992-04-17,43.461396542314496,9
1992-04-18,43.414892105098524,9
1992-04-19,43.36843742842555,9
1992-04-20,43.322032459050945,9
